Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"VIA CASTELFRANCO VENETO 71, 33170, PORDENONE, PN",00412260937,CENTRO SERVIZI DOGANALI - S.P.A.,SEDE,45.985901,12.624736
"VIA CASTELFRANCO VENETO 75, 33170, PORDENONE, PN",00429500937,PALAZZETTI LELIO S.P.A.,UL-13,45.972308,12.634203
"VIA CASTELFRANCO VENETO 77, 33170, PORDENONE, PN",01458370937,FEREGOTTO ELEVATORI S.R.L.,SEDE,45.972375,12.63398
"VIA CASTELFRANCO VENETO 77/12, 33170, PORDENONE, PN",01875450932,PINOPLAST S.R.L.,SEDE,45.972375,12.63398
"VIA CASTELFRANCO VENETO 77/3, 33170, PORDENONE, PN",01801290931,ELECTRO M&Z S.R.L.,SEDE,45.972375,12.63398
"VIA CASTELFRANCO VENETO 77/5, 33170, PORDENONE, PN",01632640932,EURO TECMU S.R.L.,UL-2,45.972368,12.634115
"VIA CASTELFRANCO VENETO 77/6/2, 33170, PORDENONE, PN",01884220938,CO.DANCING STUDIOS SOCIETA  SPORTIVA DILETTANTISTICA A RESPONSABI LITA  LIMITATA,SEDE,45.987907,12.625864
"VIA CASTELFRANCO VENETO 77/7, 33170, PORDENONE, PN",01345490930,EUROSERVICE MACCHINE UTENSILI S.R.L.,UL-1,45.972375,12.63398
"VIA CASTELFRANCO VENETO 77/8, 33170, PORDENONE, PN",01593320938,S.T.L. TRANSPORT S.R.L.,SEDE,45.972375,12.63398
"VIA CASTELFRANCO VENETO 79, 33170, PORDENONE, PN",04117930984,HAYABUSA SRL,UL-1,45.988181,12.624409
"VIA CASTELFRANCO VENETO 79/1, 33170, PORDENONE, PN",01409720933,INTE.CO. ENGINEERING - S.R.L. ACRONIMO DI INTEGRALI COSTRUZIONI ENGINEERING - S.R.L.,SEDE,45.988174,12.624592
"VIA CASTELFRANCO VENETO 81/4, 33170, PORDENONE, PN",01544440934,MAFF 5 SRL,SEDE,45.988884,12.626043
"VIA CASTELFRANCO VENETO 83/3, 33170, PORDENONE, PN",01493310930,FERRI S.R.L.,UL-1,45.988884,12.626043
"VIA CASTELLANA 45, 33100, UDINE, UD",03938250283,SINERGO S.R.L.,UL-1,46.064913,13.227599
"VIA CASTELLANA 45/A, 33100, UDINE, UD",01806740153,CREDITO EMILIANO S.P.A.  ABBREVIABILE IN CREDEMBANCA E IN CREDEM,SEDE,46.064691,13.227084
"VIA CASTELLANA 50, 33100, UDINE, UD",05391311007,UMANA S.P.A.,UL-1,46.064995,13.228266
"VIA CASTELLANA 54, 31030, RIESE PIO X, TV",02798380271,FAVARO SERVIZI S.R.L.,SEDE,45.711068,11.925294
"VIA CASTELLANA 7, 33100, UDINE, UD",01631570304,IMMOBILIARE LA TORRE S.R.L.,SEDE,46.065494,13.228731
"VIA CASTELLANA 86/B, 30030, MARTELLAGO, VE",04156710271,FERRUTENSIL SRL,SEDE,45.541147,12.170112
"VIA CASTELLANA 86/C, 30030, MARTELLAGO, VE",04629490279,CAPITOLO QUARTO S.R.L.,SEDE,45.540968,12.170171
"VIA CASTELLARIN 2/A, 33050, RONCHIS, UD",04103170280,ALTO S.R.L.,UL-1,46.129606,13.328449
"VIA CASTELLARIN 28, 33050, RONCHIS, UD",02052300304,FIVE S.R.L.,SEDE,46.129606,13.328449
"VIA CASTELLARIO 23, 33030, RAGOGNA, UD",02483620304,SPERMEX ITALIA S.R.L.,SEDE,46.166318,12.985845
"VIA CASTELLERIO 1, 33010, PAGNACCO, UD",01617950249,SERENISSIMA RISTORAZIONE S.P.A.,UL-15,46.123246,13.186816
"VIA CASTELLET 1, 33080, PORCIA, PN",01681660930,LATTERIA DI VISINALE S.R.L.,UL-1,45.930633,12.585022
"VIA CASTELLETTO 13, 35038, TORREGLIA, PD",03645040282,A.F. PETROLI S.P.A.,SEDE,45.330485,11.732509
"VIA CASTELLIERE 15, 33036, MERETO DI TOMBA, UD",01998250300,MARGA S.R.L.,SEDE,46.05492,13.06506
"VIA CASTELLIERE 2, 33036, MERETO DI TOMBA, UD",02678650306,BIOFARMA S.R.L.,SEDE,46.053676,13.060818
"VIA CASTELLO 10, 33085, MANIAGO, PN",01760120939,OSTERIA VECCHIA ANIMA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.17192,12.706869
"VIA CASTELLO 15, 33010, MAGNANO IN RIVIERA, UD",02822950305,ERREGI S.R.L.,SEDE,46.230405,13.189588
"VIA CASTELLO 3, 34070, SAN FLORIANO DEL COLLIO, GO",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-31,45.98183,13.58478
"VIA CASTELLO 5, 34070, SAN FLORIANO DEL COLLIO, GO",02757490301,SOCIETA  GASTRONOMICA FRIULANA SOCIETA  A RESPONSABILITA LIMITATA SEMPLIFICATA,UL-3,45.981546,13.585424
"VIA CASTELLO 63, 33070, BUDOIA, PN",00086100930,CAVIP S.R.L.,SEDE,46.049529,12.542103
"VIA CASTELLO 67, 33070, BUDOIA, PN",01446830935,FALEGNAMERIA MFG SRL,SEDE,46.052171,12.557256
"VIA CASTELNOVO DEL FRIULI 1, 33078, SAN VITO AL TAGLIAMENTO, PN",00238420939,FRIULANA CALCESTRUZZI SRL,SEDE,45.947268,12.884817
"VIA CASTELNUOVO 2, 34078, SAGRADO, GO",00395790314,CASTELVECCHIO - SOCIETA  AGRICOLA - A R.L.,SEDE,45.872716,13.498786
"VIA CASTELNUOVO 4, 34078, SAGRADO, GO",00395790314,CASTELVECCHIO - SOCIETA  AGRICOLA - A R.L.,UL-3,45.872716,13.498786
"VIA CASTELNUOVO DEL FRIULI 1, 33078, SAN VITO AL TAGLIAMENTO, PN",01679510931,BAUMIT S.P.A.,SEDE,45.947268,12.884817
"VIA CASTION 70, 36028, ROSSANO VENETO, VI",03317210247,FIORESE ECOLOGIA S.R.L.,SEDE,45.700772,11.818489
"VIA CASTIONS 5, 33055, MUZZANA DEL TURGNANO, UD",00160500302,ESTED SRL,SEDE,45.820415,13.133804999999999
"VIA CASTIONS 94, 33055, MUZZANA DEL TURGNANO, UD",02339630309,CO.ED.IM. SRL,SEDE,45.81866,13.125983
"VIA CASTIONS DI STRADA 109, 33100, UDINE, UD",02693790301,TYRE RESORT S.R.L.,SEDE,46.045645,13.226195
"VIA CASTIONS DI STRADA 109/F, 33100, UDINE, UD",02975450301,SOCIETA  BENEFIT POSTURAEMENTE SRLS,SEDE,46.045645,13.226195
"VIA CASTIONS DI STRADA 181, 33100, UDINE, UD",02682560301,NAUTEA S.R.L.,SEDE,46.047112,13.225303
"VIA CASUT 103, 33074, FONTANAFREDDA, PN",00255390932,ARRITAL  S.R.L.,SEDE,45.974713,12.56818
"VIA CASUT 30, 33070, BRUGNERA, PN",01237390933,IMPRESA DOLOMITE S.R.L.,SEDE,45.926738,12.551544
"VIA CASUT 37/C, 33074, FONTANAFREDDA, PN",01803190931,KIRA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.974713,12.56818
"VIA CASUT 39, 33074, FONTANAFREDDA, PN",01427290935,OECUS S.R.L.,SEDE,45.974713,12.56818
"VIA CASUT 81/D, 33074, FONTANAFREDDA, PN",01847810932,SIB - SMART INNOVATION BUREAU S.R.L.S,SEDE,45.974713,12.56818
"VIA CASUT DI TAMAI 28/A, 33070, BRUGNERA, PN",01532390935,AUTOLAVAGGIO PIAZZA SRL SEMPLIFICATA,SEDE,45.927005,12.552652
"VIA CASUT SN, 33070, BRUGNERA, PN",01438050211,SAN MARCO PETROLI DISTRIBUZIONE S.R.L.,UL-5,45.896374,12.517499
"VIA CATANIA 193, 95031, ADRANO, CT",04336300878,MIT COSTRUTTORI S.R.L.,SEDE,37.659871,14.833242
"VIA CATANIA 20, 33100, UDINE, UD",00300710308,ALPHA S.R.L.,SEDE,46.048374,13.230926
"VIA CATANIA 24, 33100, UDINE, UD",02607020308,SARP NEWS S.R.L.,SEDE,46.048634,13.23103
"VIA CATERINA DE GIUSTI 2, 33072, CASARSA DELLA DELIZIA, PN",01696440930,FEDRIGO IMPIANTI S.R.L.,UL-1,45.938254,12.833337
"VIA CATERINA PERCOTO 1, 33100, UDINE, UD",01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-21,46.057554,13.238034
"VIA CATERINA PERCOTO 1/B, 33044, MANZANO, UD",03016780300,NOVA MONTAGGI SRL,SEDE,45.97616,13.363387
"VIA CATERINA PERCOTO 11, 33100, UDINE, UD",06495701002,MERIDIANA ITALIA SRL,UL-1,46.056874,13.238356
"VIA CATERINA PERCOTO 12, 33097, SPILIMBERGO, PN",01250520937,IPOTESI S.R.L,SEDE,46.116625,12.904532
"VIA CATERINA PERCOTO 12, 33100, UDINE, UD",01844740934,"FRIULDEV S.R.L. (START-UP COSTITUITA A NORMA DELL ARTICOLO 4, COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N.3)",UL-2,46.056408,13.238901
"VIA CATERINA PERCOTO 14, 33050, PAVIA DI UDINE, UD",02317960306,EGG GROUP SRL,UL-1,45.996285,13.302528
"VIA CATERINA PERCOTO 14, 33100, UDINE, UD",02225640305,ENERPY S.R.L.,UL-2,46.056478,13.238937
"VIA CATERINA PERCOTO 15, 33100, UDINE, UD",02421110301,ADVANTAGE ITALIA S.R.L.,SEDE,46.056601,13.238369
"VIA CATERINA PERCOTO 19, 33100, UDINE, UD",01097450306,FIN-VAL SPA,SEDE,46.056245,13.238581
"VIA CATERINA PERCOTO 2, 33097, SPILIMBERGO, PN",02454480308,NO.CA. S.R.L.,UL-1,46.116972,12.899793
"VIA CATERINA PERCOTO 2, 33100, UDINE, UD",02908120302,MAUT SRL SEMPLIFICATA,SEDE,46.057224,13.238458
"VIA CATERINA PERCOTO 2/A, 33100, UDINE, UD",02545470300,MONELI  SRL,UL-1,46.057224,13.238458
"VIA CATERINA PERCOTO 2/C, 33100, UDINE, UD",02096610304,PECCOL VINI DISTRIBUZIONE SRL,SEDE,46.057224,13.238458
"VIA CATERINA PERCOTO 21/5, 33053, LATISANA, UD",00193240306,ALIMAXX S.R.L.,SEDE,45.778368,12.998632
"VIA CATERINA PERCOTO 23, 33100, UDINE, UD",02319800302,J.D.I. SRL,SEDE,46.055912,13.238817
"VIA CATERINA PERCOTO 24, 33048, SAN GIOVANNI AL NATISONE, UD",01095870315,PROGEST CONSULTING SOCIETA  TRA PROFESSIONISTI S.R.L.,UL-1,45.977582,13.397695
"VIA CATERINA PERCOTO 26, 33053, LATISANA, UD",14730721009,IL MONTAGGIO S.R.L.,UL-1,45.778144,12.998434
"VIA CATERINA PERCOTO 3, 33050, GONARS, UD",02982770303,STUDIO DENTISTICO BENEDETTI S.R.L. - S.T.P.,SEDE,45.901137,13.238842
"VIA CATERINA PERCOTO 35, 33036, MERETO DI TOMBA, UD",02942820305,PANCINO CLAUDIO SRL,SEDE,46.023948,13.039975
"VIA CATERINA PERCOTO 40, 33050, POZZUOLO DEL FRIULI, UD",02882810308,DERMAINK STUDIO SRLS,SEDE,46.020534,13.208429
"VIA CATERINA PERCOTO 5/2, 33100, UDINE, UD",00819160300,DIRECTSTORE S.R.L.,SEDE,46.057469,13.23793
"VIA CATERINA PERCOTO 7, 33100, UDINE, UD",01224080323,CAF & SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-22,46.057073,13.238255
"VIA CATERINA PERCOTO 9/A, 33047, REMANZACCO, UD",03026250302,IL GIUSTO AFFARE S.R.L.S.,SEDE,46.084095,13.320622
"VIA CATUCCI 62, 74017, MOTTOLA, TA",03142320732,SAPORE  S.R.L.S.,SEDE,40.635795,17.034497
"VIA CATULLO 1, 34127, TRIESTE, TS",00115180283,IN S MERCATO S.P.A.,UL-3,45.657176,13.782779
"VIA CAU DE MEZO 10, 34077, RONCHI DEI LEGIONARI, GO",01123290312,ISONTINA AMBIENTE S.R.L.,SEDE,45.822986,13.498758
"VIA CAU DE MEZO 16, 34077, RONCHI DEI LEGIONARI, GO",01123290312,ISONTINA AMBIENTE S.R.L.,UL-16,45.823295,13.498873
"VIA CAU DE MEZO 18, 34077, RONCHI DEI LEGIONARI, GO",01070220312,IRISACQUA S.R.L.,UL-10,45.823218,13.4989
"VIA CAU DE MEZO 2, 34077, RONCHI DEI LEGIONARI, GO",01148530312,B.M. - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.823114,13.4984
"VIA CAU DE MEZO 8, 34077, RONCHI DEI LEGIONARI, GO",01070220312,IRISACQUA S.R.L.,UL-6,45.823264,13.498691
"VIA CAU DE SOTO 22, 34070, FOGLIANO REDIPUGLIA, GO",01121000317,SEA WORK SRL,SEDE,45.864816,13.478603
"VIA CAVALCANTI 5, 10132, TORINO, TO",06722100010,PANMEDIA S.P.A.,SEDE,45.068089,7.720948
"VIA CAVALCAVIA 38/1, 33033, CODROIPO, UD",02743520302,ORTI FRIULANI S.R.L.,UL-1,45.970177,13.003628
"VIA CAVALCAVIA 40, 33033, CODROIPO, UD",01855370936,PERESSINI S.R.L.,UL-1,45.970411,13.003726
"VIA CAVALCAVIA KM.108,5, 33033, CODROIPO, UD",02693400307,M. & C. WASH S.R.L.,UL-1,45.970031,13.001692
"VIA CAVALIER GINO TONUTTI 3, 33047, REMANZACCO, UD",02853010300,TONUTTI WOLAGRI HIGHLIGHT S.R.L.,SEDE,46.070582,13.327298
"VIA CAVALIERI DI MALTA 11, 34015, MUGGIA, TS",00970110326,CASTELLANI S.R.L.,SEDE,45.594724,13.799302
"VIA CAVALIERI DI MALTA 6, 34015, MUGGIA, TS",01127140935,AUTONORD FIORETTO S.P.A.,UL-1,45.582913999999995,13.797175000000001
"VIA CAVALIERI DI MALTA 7, 34015, MUGGIA, TS",00990330326,DHL EXPRESS (ITALY) S.R.L.,UL-1,45.59431,13.799315
"VIA CAVALIERI DI MALTA 8, 34015, MUGGIA, TS",01204360315,CAR POINT S.R.L.,UL-1,45.603154,13.766797
"VIA CAVALIERI DI MALTA 9, 34015, MUGGIA, TS",01247690322,ADRIATIC SERVICE S.R.L.,SEDE,45.594972,13.79832
"VIA CAVALIERI DI VITTORIO 50, 33082, AZZANO DECIMO, PN",01833340936,XL COSTRUZIONI S.R.L.S.,SEDE,45.8822,12.717
"VIA CAVALIERI DI VITTORIO VENETO 20, 33043, CIVIDALE DEL FRIULI, UD",00508640307,SANGIORGIO EXPORT - S.R.L.,SEDE,46.088815,13.430271
"VIA CAVALLEGGERI DI LODI 14/02, 34170, GORIZIA, GO",01101260311,GORIZIANA S.R.L.,SEDE,45.923866,13.604906
"VIA CAVALLEGGERI DI SALUZZO 1/A, 33097, SPILIMBERGO, PN",01752050300,SEGHERIA FRIULADRIA - S.R.L.,UL-1,46.108531,12.87551
"VIA CAVALLEGGERI DI SALUZZO 2, 33097, SPILIMBERGO, PN",00075160937,MIROLO S.R.L.,SEDE,46.110261,12.877778
"VIA CAVALLEGGERI DI SALUZZO 42, 33097, SPILIMBERGO, PN",01883520932,MAMBA SRLS,SEDE,46.106845,12.867369
"VIA CAVALLEGGERI DI SALUZZO SNC, 33044, MANZANO, UD",02158390282,LAUT S.R.L.,UL-1,45.995951,13.354541
"VIA CAVALLEGGERI SALUZZO 2 - 10/B, 33097, SPILIMBERGO, PN",01444580938,STYLGAME SRL,UL-5,46.110261,12.877778
"VIA CAVALLERIA 8, 33170, PORDENONE, PN",01745200939,SERVIZIO GLOBALE COMMUNICATION SRL,UL-3,45.96341,12.653435
"VIA CAVALLERIA 8/A, 33170, PORDENONE, PN",01313840306,EDITORIALE IL FRIULI S.R.L.,UL-1,45.96341,12.653435
"VIA CAVALLI 42, 10138, TORINO, TO",13434210152,DURING AGENZIA PER IL LAVORO S.P.A. IN FORMA ABBREVIATA DURING S.P.A.,SEDE,45.072751,7.656715
"VIA CAVALLO 18, 10078, VENARIA, TO",12706980153,MARELLI AUTOMOTIVE LIGHTING ITALY S.P.A.,SEDE,45.137131,7.63409
"VIA CAVALLOTTI 13, 25023, GOTTOLENGO, BS",02469960922,P & V COMMERCIALE S.R.L.,SEDE,45.290649,10.268668
"VIA CAVALLOTTI 18, 33170, PORDENONE, PN",01776530931,SE.TEK. S.R.L.,UL-1,45.960683,12.660628
"VIA CAVALLOTTI 2/2, 33010, TAVAGNACCO, UD",02888890981,THULE SRL,UL-1,46.102686,13.212972
"VIA CAVALLOTTI 20, 33170, PORDENONE, PN",00685980146,TEMPOR SPA AGENZIA PER IL LAVORO,UL-1,45.960695,12.660621
"VIA CAVALLOTTI 24, 33170, PORDENONE, PN",01103050934,CARACOL S.R.L.,SEDE,45.960936,12.660804
"VIA CAVALLOTTI 24/6, 33170, PORDENONE, PN",01806820930,BEA 97 SRL,SEDE,45.960936,12.660804
"VIA CAVALLOTTI 42, 33170, PORDENONE, PN",01850190933,EPTA RETAILS S.R.L.,UL-1,45.96116,12.66126
"VIA CAVALLOTTI 6, 33170, PORDENONE, PN",01877840932,I.S. S.R.L.,SEDE,45.960243,12.660482
"VIA CAVALLOTTI 8/A, 33170, PORDENONE, PN",01755370937,VIAGGIAMONDO S.R.L.S. UNIPERSONALE - SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.960364,12.660478
"VIA CAVALOTTI 1, 33170, PORDENONE, PN",01260090939,EKOI S.R.L.,SEDE,45.959941,12.660062
"VIA CAVANA 10/A, 34124, TRIESTE, TS",00990890329,ETTORE S.R.L.,UL-5,45.646231,13.767696
"VIA CAVANA 10A, 34124, TRIESTE, TS",00667400329,ROSANDRA S.R.L. DI JERIAN EDVINO & C.,UL-6,45.646231,13.767696
"VIA CAVANA 12, 34124, TRIESTE, TS",01015470329,MASCALZONE LATINO S.R.L.,SEDE,45.647523,13.766205
"VIA CAVANA 14, 34124, TRIESTE, TS",02621450283,D.M.O.  -  DETTAGLIO MODERNO ORGANIZZATO S.P.A.,UL-27,45.647418,13.765876
"VIA CAVANA 4, 34121, TRIESTE, TS",02621450283,D.M.O.  -  DETTAGLIO MODERNO ORGANIZZATO S.P.A.,UL-24,45.647873,13.766727
"VIA CAVANELLA 771, 30023, CONCORDIA SAGITTARIA, VE",01848780274,ANESE S.R.L.,SEDE,45.757229,12.842294
"VIA CAVANNA 31, 34074, MONFALCONE, GO",01181740315,DRK SRL,SEDE,45.805047,13.533173
"VIA CAVAZZENI 5, 34121, TRIESTE, TS",00516910320,HOTEL URBAN S.R.L.,UL-1,45.648452,13.767495000000002
"VIA CAVAZZO 16, 33013, GEMONA DEL FRIULI, UD",01887950309,EMMEBI MARMI E GRANITI S.R.L.,SEDE,46.281388,13.10672
"VIA CAVAZZO 42, 33013, GEMONA DEL FRIULI, UD",02403120302,AURORA S.R.L.,UL-1,46.281705,13.10531
"VIA CAVAZZO 74, 33013, GEMONA DEL FRIULI, UD",01832580300,C.M.M. S.R.L.,SEDE,46.282789,13.100299
"VIA CAVE S.N., 34070, FOGLIANO REDIPUGLIA, GO",04490250265,FORNACI CALCE GRIGOLIN S.P.A.,UL-1,45.867377,13.48049
"VIA CAVICCHIONE DI SOTTO 1, 25011, CALCINATO, BS",02448250981,PARADISO  SPA,SEDE,45.476779,10.387411
"VIA CAVIN DI SALA 388, 30035, MIRANO, VE",03946260274,DNA S.R.L.,SEDE,45.495014,12.115868
"VIA CAVOLANO 15, 33077, SACILE, PN",01351750938,LATTERIA DI CAVOLANO SRL,SEDE,45.932327,12.506052
"VIA CAVOLANO 18, 33077, SACILE, PN",01399210937,FIVE STARS S.R.L.,UL-2,45.931943,12.506703
"VIA CAVOLANO 46, 33077, SACILE, PN",01285110936,ANTONIOLLI MARIO E C. S.R.L.,SEDE,45.930978,12.508929
"VIA CAVOUR 1, 33013, GEMONA DEL FRIULI, UD",01998400301,METALLICA S.R.L.,UL-2,46.277325,13.139962
"VIA CAVOUR 1, 33050, PAVIA DI UDINE, UD",02588990305,NONINO DISTILLATORI S.R.L.,UL-4,45.965437,13.296957
"VIA CAVOUR 1, 33097, SPILIMBERGO, PN",02392770307,BANCO BPM SOCIETA  PER AZIONI,UL-3,46.111266,12.898579
"VIA CAVOUR 1, 33100, UDINE, UD",00155710304,PROFUMERIA BULIAN S.R.L.,SEDE,46.063125,13.235258
"VIA CAVOUR 10, 33077, SACILE, PN",04449770264,ISTITUTO VENETO DI MEDIAZIONE E CONCILIAZIONE S.R.L.,UL-1,45.955309,12.503575
"VIA CAVOUR 10/A, 33028, TOLMEZZO, UD",02143180301,COMINO FABRIZIO & C. S.R.L.,UL-1,46.406335,13.014519
"VIA CAVOUR 10/D, 33030, FLAIBANO, UD",02982680304,ESSEARA SRLS,SEDE,46.058999,12.983056
"VIA CAVOUR 103, 34070, CAPRIVA DEL FRIULI, GO",01103320311,BEE ITALY SRL,SEDE,45.942132,13.51439
"VIA CAVOUR 11/2, 33100, UDINE, UD",04119490284,AMBRA S S.R.L.,UL-1,46.062248,13.234354
"VIA CAVOUR 11/B, 33100, UDINE, UD",02487340305,SANITECH SRL,SEDE,46.062248,13.234354
"VIA CAVOUR 12, 33028, TOLMEZZO, UD",02745600300,GIOMA SRL,SEDE,46.406279,13.014507
"VIA CAVOUR 13, 33097, SPILIMBERGO, PN",01822770937,IMMOBILIARE CAVOUR SRL,SEDE,46.111232,12.897003
"VIA CAVOUR 13, 33100, UDINE, UD",02680470271,LE LIBRERIE S.R.L.,UL-1,46.062213,13.234282
"VIA CAVOUR 15, 33013, GEMONA DEL FRIULI, UD",02903480305,ARENGO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.277721,13.1398
"VIA CAVOUR 15, 33100, UDINE, UD",02740270307,KO.LU. CONCEPTS SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.062143,13.234269
"VIA CAVOUR 16, 33028, TOLMEZZO, UD",00884060526,BANCA MONTE DEI PASCHI DI SIENA S.P.A.,UL-26,46.406184,13.014551
"VIA CAVOUR 16, 33100, UDINE, UD",02180450302,SOLE SRL,UL-11,46.062361,13.234823
"VIA CAVOUR 163, 25080, BOTTICINO, BS",00529910325,ELCOSE - S.R.L.,SEDE,45.541837,10.323901
"VIA CAVOUR 17/B, 33100, UDINE, UD",01148810326,COMPAGNIA DI TRIESTE S.R.L.,UL-1,46.06191,13.23392
"VIA CAVOUR 17/C, 33100, UDINE, UD",04227890276,COOL S.R.L.,UL-2,46.06191,13.23392
"VIA CAVOUR 18, 33100, UDINE, UD",02954380305,LAB71 S.R.L.,UL-1,46.062313,13.234617
"VIA CAVOUR 2, 33040, PRADAMANO, UD",02846490304,PIZZA E ... S.R.L.S.,UL-1,46.037126,13.30599
"VIA CAVOUR 2, 33050, PAVIA DI UDINE, UD",10100820967,BORGO NONINO SRL,UL-1,45.965206,13.296896
"VIA CAVOUR 2, 33074, FONTANAFREDDA, PN",00348170101,"UNICREDIT, SOCIETA  PER AZIONI IN FORMA ABBREVIATA UNICREDIT S.P.A.",UL-11,45.974169,12.567361
"VIA CAVOUR 2/2D, 34132, TRIESTE, TS",00920290327,MEDIA TECHNOLOGIES - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.655845,13.77091
"VIA CAVOUR 20, 33100, UDINE, UD",02104510306,COPERNICO - SOCIETA  DI INTERMEDIAZIONE MOBILIARE S.P.A. IN BREVE COPERNICO SIM S.P.A.,SEDE,46.062198,13.234274
"VIA CAVOUR 21, 33074, FONTANAFREDDA, PN",01653390938,RETRO GUSTO S.R.L.,SEDE,45.979148,12.562285
"VIA CAVOUR 21, 34070, CAPRIVA DEL FRIULI, GO",01084700317,MS PUBBLICITA  S.R.L.,SEDE,45.937931,13.517918
"VIA CAVOUR 24 INT.5, 33050, MORTEGLIANO, UD",02342640303,TERRANOVA S.R.L.,SEDE,45.944829,13.172422
"VIA CAVOUR 24/5, 33050, MORTEGLIANO, UD",02762440309,PAULITTI S.R.L.,SEDE,45.946168,13.172192
"VIA CAVOUR 26, 33077, SACILE, PN",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-65,45.955562,12.503119
"VIA CAVOUR 26, 33100, UDINE, UD",02555830302,MEMORABILIA  S.R.L.,SEDE,46.061969,13.234288
"VIA CAVOUR 26/A, 33100, UDINE, UD",01406200939,FLOWERS S.R.L.,UL-12,46.061969,13.234288
"VIA CAVOUR 26/B, 33100, UDINE, UD",00288130305,CROATTO  1901 SRL,UL-6,46.061969,13.234288
"VIA CAVOUR 26/C, 33100, UDINE, UD",00288130305,CROATTO  1901 SRL,UL-10,46.061969,13.234288
"VIA CAVOUR 28, 33030, TALMASSONS, UD",02738850300,LIBERTY SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA UNIPERSONALE,SEDE,45.918193,13.156263
"VIA CAVOUR 29, 33050, MORTEGLIANO, UD",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-58,45.94645,13.171871
"VIA CAVOUR 3, 33028, TOLMEZZO, UD",01507400933,TOSONI FORMAGGI S.R.L.,UL-2,46.406665,13.01468
"VIA CAVOUR 34, 33061, RIVIGNANO TEOR, UD",02639500301,TONIZZO GUERRINO SRL,SEDE,45.863169,13.049833
"VIA CAVOUR 35, 33080, PRATA DI PORDENONE, PN",00238710933,KONIG ITALIANA S.R.L.,UL-1,45.875084,12.56676
"VIA CAVOUR 3-A-B-C, 40012, CALDERARA DI RENO, BO",04338740378,GICO SYSTEMS S.R.L.,SEDE,44.567481,11.272618
"VIA CAVOUR 4, 33074, FONTANAFREDDA, PN",04955720281,OBW S.R.L.,UL-1,45.974259,12.567237
"VIA CAVOUR 4, 33097, SPILIMBERGO, PN",00094510930,CRC INTERMEDIAZIONI ASSICURATIVE S.R.L.,SEDE,46.111827,12.897964
"VIA CAVOUR 4/B1, 33097, SPILIMBERGO, PN",01381620937,MACCHINE TESSILI S.R.L.,UL-5,46.111827,12.897964
"VIA CAVOUR 44/A, 33061, RIVIGNANO TEOR, UD",02882300300,GORI ROBERTO S.R.L.,SEDE,45.863169,13.049833
"VIA CAVOUR 46, 33050, MORTEGLIANO, UD",01258270303,DURI  S.R.L.,SEDE,45.946823,13.171865
"VIA CAVOUR 5, 33097, SPILIMBERGO, PN",02407240304,CENTRO COMMERCIALE DISCOUNT S.P.A.,UL-2,46.111239,12.898158
"VIA CAVOUR 50/52/54, 33074, FONTANAFREDDA, PN",01691130932,THE FENIX AND DRAGON S.R.L.,SEDE,45.974713,12.56818
"VIA CAVOUR 50-52-54, 33050, MORTEGLIANO, UD",01703690303,ASSILAB GROUP SRL,UL-8,45.944829,13.172422
"VIA CAVOUR 55, 33097, SPILIMBERGO, PN",01807460934,SARA SANITARIA ORTOPEDIA SRL,UL-2,46.110828,12.892011
"VIA CAVOUR 56, 33080, PRATA DI PORDENONE, PN",00787860261,MEDIA PROFILI - S.R.L.,UL-1,45.874283,12.566042
"VIA CAVOUR 57, 33097, SPILIMBERGO, PN",00826770059,GOTTARDO S.P.A.,UL-1,46.110757,12.889753
"VIA CAVOUR 58, 33030, FLAIBANO, UD",01413970300,CEPPARO S.P.A.,SEDE,46.059824,12.979102
"VIA CAVOUR 6 B - 8, 33028, TOLMEZZO, UD",04543700266,MANAI S.R.L.,UL-3,46.39827,13.004885
"VIA CAVOUR 6, 33097, SPILIMBERGO, PN",01882140930,FERMAT DESIGN SRL,SEDE,46.11146,12.897142
"VIA CAVOUR 6/B, 33057, PALMANOVA, UD",01501660300,CICLI 4R SRL,SEDE,45.905308,13.313168
"VIA CAVOUR 7, 33077, SACILE, PN",01652340934,VIA CAVOUR 1954 S.R.L.,SEDE,45.955228,12.50332
"VIA CAVOUR 7, 33100, UDINE, UD",01223530328,CB EUROPE GROUP SRL,SEDE,46.062454,13.234611
