Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"CORSO GARIBALDI 19, 33170, PORDENONE, PN",01868420934,KANSAI S.R.L.,UL-1,45.959826,12.657056
"CORSO GARIBALDI 25, 33170, PORDENONE, PN",01651600932,LA NUOVA PANETTERIA S.R.L.,UL-15,45.960084,12.656896
"CORSO GARIBALDI 3/G, 33170, PORDENONE, PN",01863070932,FILO SRL,UL-1,45.958976,12.657872
"CORSO GARIBALDI 33, 33170, PORDENONE, PN",01750810937,ADVICEENERGY S.R.L.,UL-1,45.960413,12.656528
"CORSO GIUSEPPE GARIBALDI 19/A, 33170, PORDENONE, PN",01039040934,DATAGEST S.R.L.,UL-2,45.959826,12.657056
"CORSO GIUSEPPE GARIBALDI 19/B, 33170, PORDENONE, PN",01437080938,HFN HOLDING FASHION NETWORK SRL,UL-14,45.959826,12.657056
"CORSO GIUSEPPE GARIBALDI 24, 33170, PORDENONE, PN",01437080938,HFN HOLDING FASHION NETWORK SRL,UL-13,45.959971,12.657244
"CORSO GIUSEPPE GARIBALDI 4/L, 33170, PORDENONE, PN",01239330937,ERREMODA SRL,UL-26,45.958936,12.658149
"CORSO GIUSEPPE GARIBALDI 9, 33170, PORDENONE, PN",00436020937,GE.CO S.R.L.,UL-1,45.959151,12.657691
"CORSO GIUSEPPE VERDI 67, 34170, GORIZIA, GO",01145680318,LEG EDIZIONI S.R.L.,UL-2,45.94498,13.621864
"CORSO GIUSEPPE VERDI 74/5, 34170, GORIZIA, GO",02756410300,COBE S.R.L.,UL-5,45.943687,13.620723
"CORSO GIUSEPPE VERDI 78, 34170, GORIZIA, GO",01202840318,RISTORANTE 1 SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.943541,13.620644
"CORSO ITALIA 11, 34122, TRIESTE, TS",01148810326,ALE.N S.R.L.,UL-1,45.649619,13.773507
"CORSO ITALIA 11, 34126, TRIESTE, TS",01349920320,AC CONSULTING ITALIA S.P.A.,UL-2,45.654561,13.790585
"CORSO ITALIA 110, 34170, GORIZIA, GO",01122440314,ERGO GI S.R.L.,UL-1,45.940361,13.615564
"CORSO ITALIA 112, 34170, GORIZIA, GO",01005600315,NEW DATA S.R.L.,UL-1,45.940309,13.61538
"CORSO ITALIA 12, 34121, TRIESTE, TS",01022760324,GOLDEN HOTEL & RESORT S.R.L.,UL-5,45.649984,13.772986
"CORSO ITALIA 122, 34170, GORIZIA, GO",00552760316,DUSA S.R.L.,UL-1,45.939769,13.614214
"CORSO ITALIA 123, 34170, GORIZIA, GO",02579410305,FRIUL MATERASSI S.R.L.,UL-1,45.939195,13.614035
"CORSO ITALIA 129, 34170, GORIZIA, GO",02259960306,BLUENERGY GROUP S.P.A.,UL-4,45.939119,13.613768
"CORSO ITALIA 13, 34122, TRIESTE, TS",02889890303,BLU SRL,UL-1,45.649488,13.773561
"CORSO ITALIA 155/C, 34170, GORIZIA, GO",01077050316,TECNESS SERVICES & SECURITY S.R.L.,UL-1,45.938086,13.611931
"CORSO ITALIA 17, 34122, TRIESTE, TS",01406200939,FLOWERS S.R.L.,UL-9,45.649535,13.774192
"CORSO ITALIA 17, 34170, GORIZIA, GO",00229450325,THE BRITISH SCHOOL OF TRIESTE S.R.L.,UL-1,45.941947,13.6198
"CORSO ITALIA 188, 34170, GORIZIA, GO",00326480316,BRESSAN S.R.L.,UL-4,45.938741,13.612233
"CORSO ITALIA 19, 33020, FORNI AVOLTRI, UD",01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,UL-31,46.584906,12.779004
"CORSO ITALIA 2, 33080, PORCIA, PN",01249170935,IL TULIPANO S.R.L.,UL-7,45.969275,12.612891
"CORSO ITALIA 2, 34121, TRIESTE, TS",01040430199,MALTEMPI S.R.L.,UL-1,45.650349,13.771493
"CORSO ITALIA 20, 34121, TRIESTE, TS",80005130325,IMMOBILIARE LA QUERCIA - SOCIETA  A RESPONSABILITA  LIMITATA,UL-3,45.650078,13.767762
"CORSO ITALIA 200, 34170, GORIZIA, GO",01172680314,FLYER SERVICE S.R.L.,UL-1,45.938503,13.612079
"CORSO ITALIA 204, 34170, GORIZIA, GO",00138200316,AFICURCI S.P.A. BROKER DI ASSICURAZIONE,UL-8,45.938606,13.611942
"CORSO ITALIA 28, 33080, PORCIA, PN",01133800324,FRIULI VENEZIA GIULIA STRADE S.P.A.,UL-1,45.969489,12.604525
"CORSO ITALIA 29, 34170, GORIZIA, GO",01210910319,EV COMPANY SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.941654,13.618994
"CORSO ITALIA 31, 34122, TRIESTE, TS",01406200939,FLOWERS S.R.L.,UL-7,45.649506,13.775841
"CORSO ITALIA 32, 33050, RONCHIS, UD",01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,UL-6,45.807435,12.995827
"CORSO ITALIA 34, 34170, GORIZIA, GO",00655240323,SUCC. DOBNER DI OPPENHEIM - S. A R.L.,UL-1,45.942071,13.618948
"CORSO ITALIA 36, 34170, GORIZIA, GO",01143010328,CENTRO SERVIZI F.A.B.I. ALPE ADRIA - SOCIETA  A RESPONSABILITA  LIMITATA,UL-2,45.941988,13.618932
"CORSO ITALIA 37, 34122, TRIESTE, TS",01189020397,INDACO S.R.L.,UL-1,45.64952,13.776158
"CORSO ITALIA 39, 33080, PORCIA, PN",01199360304,MOLARO ALDO SERRAMENTI S.R.L.,UL-1,45.968764,12.609286
"CORSO ITALIA 4, 33080, PORCIA, PN",01868850932,ANNAFRUIT S.R.L.,UL-1,45.969623,12.611225
"CORSO ITALIA 4/B, 33080, PORCIA, PN",01419790934,EASY S.R.L,UL-2,45.969623,12.611225
"CORSO ITALIA 52, 34170, GORIZIA, GO",01193140314,AMAR S.R.L.,UL-1,45.941793,13.618545
"CORSO ITALIA 6, 33080, PORCIA, PN",01871370936,DAMA S.R.L.,UL-1,45.969288,12.610736
"CORSO ITALIA 6/A, 34121, TRIESTE, TS",00048280325,G. ROSINI E C. S.R.L.,UL-1,45.650211,13.772086
"CORSO ITALIA 65, 33080, PORCIA, PN",00070710934,ROSA S.P.A.,UL-2,45.969489,12.601557
"CORSO ITALIA 70, 34170, GORIZIA, GO",00360290316,LE VANTAGE S.R.L.,UL-7,45.941341,13.617535
"CORSO ITALIA 73 A, 34170, GORIZIA, GO",01162920316,PHOENIX TRADE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,45.940055,13.615753
"CORSO ITALIA 73, 34170, GORIZIA, GO",01216710325,GOLD SUN S.R.L.,UL-1,45.940055,13.615753
"CORSO ITALIA 75, 33050, RONCHIS, UD",01438050211,SAN MARCO PETROLI DISTRIBUZIONE S.R.L.,UL-3,45.7979,12.9937
"CORSO ITALIA 8, 34121, TRIESTE, TS",01016630327,OPTIMAX - SOCIETA  A RESPONSABILITA  LIMITATA,UL-6,45.65009,13.772494
"CORSO ITALIA 9, 34121, TRIESTE, TS",00051560324,ZAZZERON SUPERMERCATI - SOCIETA  A RESPONSABILITA  LIMITATA,UL-5,45.649583,13.773189
"CORSO ITALIA 9, 34122, TRIESTE, TS",00575250931,LUGLIO PRINT - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.649583,13.773189
"CORSO ITALIA 91, 34170, GORIZIA, GO",01153310311,MONTENAPOLEONE SRL,UL-1,45.939655,13.614902
"CORSO LINO ZANUSSI 15, 33080, PORCIA, PN",01825510934,HOBBY CANTINA S.R.L.,UL-1,45.968714,12.61489
"CORSO LINO ZANUSSI 18/5, 33080, PORCIA, PN",01757510936,E4F S.R.L.,UL-1,45.968714,12.61489
"CORSO LINO ZANUSSI 24, 33080, PORCIA, PN",00272090937,ROSA PLAST S.R.L.,UL-4,45.968185,12.624287
"CORSO LINO ZANUSSI 26, 33080, PORCIA, PN",01120890932,CS FACADES S.R.L.,UL-1,45.968714,12.61489
"CORSO LINO ZANUSSI 29, 33080, PORCIA, PN",00071550933,COMMERCIO PETROLI S.R.L.,UL-6,45.968714,12.61489
"CORSO LINO ZANUSSI 30, 33080, PORCIA, PN",01041280932,OLMEC SRL,UL-2,45.968059,12.622395
"CORSO LINO ZANUSSI 62(SS13), 33080, PORCIA, PN",01849270937,R.C. S.R.L.S.,UL-1,45.968733,12.615517
"CORSO MAZZINI 13, 33043, CIVIDALE DEL FRIULI, UD",02871940306,SHOE RETAIL SRL,UL-1,46.093745,13.430768
"CORSO MAZZINI 22, 33043, CIVIDALE DEL FRIULI, UD",02367870306,ARTENI SPA,UL-23,46.093954,13.430767
"CORSO MAZZINI 5, 33043, CIVIDALE DEL FRIULI, UD",02258300306,MEGAVISION S.R.L.,UL-7,46.093671,13.430745
"CORSO MAZZINI CORTE 4/5 29, 33043, CIVIDALE DEL FRIULI, UD",02119240303,E-SPACE S.R.L.,UL-2,46.093912,13.430725
"CORSO PUCCINI 2/A, 34015, MUGGIA, TS",00990040321,B & B IMMOBILIARE S.R.L.,UL-2,45.604585,13.767239
"CORSO PUCCINI 22/A, 34015, MUGGIA, TS",00172840324,PRIMARIA IMPRESA ZIMOLO DI POMPE FUNEBRI E VENDITA OGGETTI MORTUARI COLONELLO & CANZIO - SOCIETA  A RESPONSABILITA  LIMITATA,UL-2,45.603379,13.766993
"CORSO PUCCINI 4, 34015, MUGGIA, TS",01281920320,PANE E PIZZA S.R.L.S.,UL-2,45.604585,13.767239
"CORSO ROMA 11/13, 33097, SPILIMBERGO, PN",02217340302,C. & C. S.R.L.,UL-1,46.111414,12.899738
"CORSO ROMA 39, 33097, SPILIMBERGO, PN",00387360936,UN.ART. SERVIZI S.R.L.,UL-1,46.111414,12.901794
"CORSO ROMA 47/49, 33097, SPILIMBERGO, PN",00105620934,SHOE MARKET - S.R.L.,UL-4,46.111373,12.902301
"CORSO SABA 25, 34131, TRIESTE, TS",01175170321,MACHI S.R.L.,UL-7,45.648644,13.778094
"CORSO SABA 4, 34131, TRIESTE, TS",01266890324,POLIDORI VENDING S.R.L.,UL-7,45.649197,13.777664
"CORSO U. SABA 5, 34131, TRIESTE, TS",02579410305,FRIUL MATERASSI S.R.L.,UL-1,45.649076,13.777626
"CORSO UMBERTO SABA 1, 34122, TRIESTE, TS",02741000307,TSN SRL,UL-1,45.649286,13.777173
"CORSO UMBERTO SABA 22, 34131, TRIESTE, TS",01175170321,MACHI S.R.L.,UL-3,45.64903,13.777874
"CORSO UMBERTO SABA 25, 34131, TRIESTE, TS",01302780323,SOUND S.R.L.,UL-2,45.648644,13.778094
"CORSO UMBERTO SABA 36, 34131, TRIESTE, TS",01250250329,TIESSE IMMOBILIARE S.R.L.,UL-2,45.648574,13.77839
"CORSO UMBERTO SABA 38, 34131, TRIESTE, TS",01166810315,VIDEOTECNICA IMPIANTI S.R.L.,UL-1,45.648548,13.77841
"CORSO UMBERTO SABA 7, 34131, TRIESTE, TS",01276390323,SOLE S.R.L,UL-1,45.647577,13.776355
"CORSO VERDI 100/B, 34170, GORIZIA, GO",01084600319,IL GELATAIO S.R.L.,UL-1,45.94292,13.620064
"CORSO VERDI 111, 34170, GORIZIA, GO",01183180312,TATI SRLS,UL-1,45.943718,13.620986
"CORSO VERDI 12, 34170, GORIZIA, GO",00139620322,POLICLINICO TRIESTINO S.P.A.,UL-3,45.946797,13.623589
"CORSO VERDI 51, 34170, GORIZIA, GO",02427830308,SISTEMA VERDE S.R.L. - ZELENI SISTEM D.O.J.,UL-1,45.945335,13.622194
"CORSO VERDI 69, 34170, GORIZIA, GO",01145680318,LEG EDIZIONI S.R.L.,UL-1,45.944922,13.621812
"CORSO VERDI 74, 34170, GORIZIA, GO",01186600316,INFINITY SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.943687,13.620723
"CORSO VERDI 76, 34170, GORIZIA, GO",01112580319,ELITE 1963 S.R.L.,UL-1,45.943755,13.620669
"CORSO VITTORIO EMANUELE 10/A, 33170, PORDENONE, PN",01268410931,FALCOMER S.R.L.,UL-4,45.957908,12.65883
"CORSO VITTORIO EMANUELE 13, 33170, PORDENONE, PN",01268410931,FALCOMER S.R.L.,UL-20,45.957713,12.659185
"CORSO VITTORIO EMANUELE 15/B, 33170, PORDENONE, PN",01479540302,NITTA GIOIELLI S.R.L.,UL-1,45.957645,12.659335
"CORSO VITTORIO EMANUELE 20 C/D, 33170, PORDENONE, PN",01600560930,CIOCCOLATO PERATONER S.R.L.,UL-1,45.957239,12.659251
"CORSO VITTORIO EMANUELE 20/A, 33170, PORDENONE, PN",01862810932,KARMA SRL,UL-1,45.957171,12.659349
"CORSO VITTORIO EMANUELE 31/C, 33170, PORDENONE, PN",01268410931,FALCOMER S.R.L.,UL-3,45.956187,12.660038
"CORSO VITTORIO EMANUELE 39/B, 33170, PORDENONE, PN",01793470939,ESTENDE S.R.L.,UL-2,45.955515,12.660017
"CORSO VITTORIO EMANUELE 42/B, 33170, PORDENONE, PN",01268410931,FALCOMER S.R.L.,UL-6,45.956041,12.659677
"CORSO VITTORIO EMANUELE 44/B, 33170, PORDENONE, PN",01268410931,FALCOMER S.R.L.,UL-13,45.955769,12.65968
"CORSO VITTORIO EMANUELE 7, 33170, PORDENONE, PN",01406200939,FLOWERS S.R.L.,UL-1,45.958021,12.658975
"CORSO VITTORIO EMANUELE II 16/A, 33170, PORDENONE, PN",01406200939,FLOWERS S.R.L.,UL-13,45.957473,12.659147
"CORSO VITTORIO EMANUELE II 21, 33170, PORDENONE, PN",01437080938,HFN HOLDING FASHION NETWORK SRL,UL-15,45.95732,12.659534
"CORSO VITTORIO EMANUELE II 23, 33170, PORDENONE, PN",01236370936,NAOCOIN SRL,UL-1,45.956742999999996,12.659794
"CORSO VITTORIO EMANUELE II 38, 33170, PORDENONE, PN",01865070930,MABI BLUE SRLS,UL-1,45.95637,12.6596
"CORSO VITTORIO EMANUELE II 39/B, 33170, PORDENONE, PN",01667380933,SIMT S.R.L.,UL-3,45.955515,12.660017
"CORSO VITTORIO EMANUELE II 45, 33170, PORDENONE, PN",01651600932,LA NUOVA PANETTERIA S.R.L.,UL-10,45.955224,12.660016
"CORSO VITTORIO EMANUELE II 5, 33170, PORDENONE, PN",01239330937,ERREMODA SRL,UL-22,45.958253,12.658848
"CORSO VITTORIO EMANUELE II 58/A, 33170, PORDENONE, PN",01872660939,SIMPLE FABRICA S.R.L.,UL-1,45.954674,12.659817
"CORSO VITTORIO EMANUELE II 7/B, 33170, PORDENONE, PN",01651600932,LA NUOVA PANETTERIA S.R.L.,UL-8,45.958039,12.658983
"CORTE DEI MAGAZZINI 26, 34071, CORMONS, GO",01194760318,GEMMA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.957064,13.471098
"CORTE EUROPA 1, 33097, SPILIMBERGO, PN",01804930939,BIOFUTURE MEDICINE S.R.L.,UL-1,46.112736,12.902793
"CORTE EUROPA 6, 33097, SPILIMBERGO, PN",00256010935,ASCOM SERVIZI S.R.L. - C.A.F.,UL-5,46.112736,12.902793
"CORTE EUROPA 9, 33097, SPILIMBERGO, PN",01463800936,STUDIO R.P.M. S.R.L.,UL-1,46.140533,12.890288
"CORTE SAVORGNAN 17/19, 33100, UDINE, UD",02970270308,DELIZIE IN CORTE SRL SEMPLIFICATA,UL-1,46.06179,13.234862
"CORTE TENENTE LORENZO BROSADOLA 3, 33043, CIVIDALE DEL FRIULI, UD",02260980301,FIN.NAM S.R.L.,UL-3,46.092706,13.431233
"CORTE TRIESTE 8, 33045, NIMIS, UD",01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,UL-9,46.207145,13.269091
"COTICI 82, 34070, SAVOGNA D ISONZO, GO",01060210315,EDIL MA.PA. S.R.L.,UL-2,45.902704,13.572046
"COTICI S.N., 34070, SAVOGNA D ISONZO, GO",01060210315,EDIL MA.PA. S.R.L.,UL-1,45.902704,13.572046
"DELLA TOMBA ANTICA SNC, 33050, POZZUOLO DEL FRIULI, UD",02811640305,BEST  IS  SRL,UL-1,46.008728,13.228703
"DIGA FORANEA ANTISTANTE P.F. V 1, 34123, TRIESTE, TS",01262460320,EUROSPIAGGE S.R.L.,UL-1,45.642136,13.756894
"DOLINA 458, 34018, SAN DORLIGO DELLA VALLE DOLINA, TS",01316430329,MANU EDIL COSTRUZIONI S.R.L.,UL-1,45.60279,13.854859
"DOMIO 33, 34018, SAN DORLIGO DELLA VALLE DOLINA, TS",00979030327,AB COSTRUZIONI - SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.61339,13.825569
"DOMIO 47, 34018, SAN DORLIGO DELLA VALLE DOLINA, TS",02687400305,IN MENSA S.R.L.,UL-4,45.612156,13.826936
"DUINO 5/F, 34011, DUINO-AURISINA, TS",01220690323,LORA S.R.L.,UL-1,45.774816,13.612947
"EDIFICIO AUTOPORTUALE UFF. 50, 34016, MONRUPINO, TS",02850420304,BORDER TRANS SERVICE S.R.L.,UL-1,45.722058,13.792889
"FERNETTI 5, 34016, MONRUPINO, TS",00002070324,B.F.B. - CASA DI SPEDIZIONI S.R.L.,UL-5,45.697608,13.82869
"FORO GIULIO CESARE 7, 33043, CIVIDALE DEL FRIULI, UD",02933620300,AKTRA SRL,UL-1,46.093067,13.429252
"FORO ULPIANO 2, 34133, TRIESTE, TS",00452950306,SIGMA S.R.L.,UL-1,45.655014,13.779226
"FOSSALUZZA 8-10, 33074, FONTANAFREDDA, PN",00566140265,CAPPELLOTTO - S.P.A.,UL-1,45.974713,12.56818
"FR. MURLIS 0, 33080, ZOPPOLA, PN",00609360268,TRANS GHIAIA S.R.L.,UL-2,45.988215,12.780606
"FRAZ. FLUMIGNANO VICOLO MALVIS 8, 33030, TALMASSONS, UD",02451300301,R.M.S. S.R.L.,UL-2,45.927152,13.146994
"FRAZ.FLUMIGNANO-VICOLO MALVIS 2, 33030, TALMASSONS, UD",02451300301,R.M.S. S.R.L.,UL-1,45.927345,13.146339
"FRAZIONE ARCANO SUPERIORE 20, 33030, RIVE D ARCANO, UD",02827760303,TAV S.R.L.,UL-1,46.125476,13.02461
"FRAZIONE BASOVIZZA, S.S. 14 KM 163,5, 34149, TRIESTE, TS",02908250307,AID4MED S.R.L.,UL-1,45.645478,13.849026
"FRAZIONE CAVE DEL PREDIL, 33018, TARVISIO, UD",01515950309,FAREM FONDERIE ACCIAIO REMANZACCO S.R.L.,UL-1,46.438381,13.568583
"FRAZIONE CERNEGLONS SNC, 33047, REMANZACCO, UD",01523580304,GESTECO S.P.A.,UL-20,46.049344,13.308621
"FRAZIONE CODERNO, 33030, SEDEGLIANO, UD",01539460301,FANTONI S.P.A.,UL-5,46.028443,12.990183
"FRAZIONE CONTOVELLO 523/524, 34100, TRIESTE, TS",00852900323,BEL PAGETTE ITALIA - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.650933,13.772496
"FRAZIONE DEVETACHI, 34070, DOBERDO  DEL LAGO, GO",03163830262,GRANULATI CALCAREI REDIPUGLIA S.R.L.,UL-2,45.843387,13.539406
"FRAZIONE FERNETTI 1, 34016, MONRUPINO, TS",01215690320,FELIX SRL,UL-1,45.698538,13.83176
"FRAZIONE MADRISIO 0, 33030, VARMO, UD",00609360268,TRANS GHIAIA S.R.L.,UL-1,45.863197,12.984248
"FRAZIONE MATTONAIA TRIESTINA 331, 34018, SAN DORLIGO DELLA VALLE, TS",01274390309,CHIURLO S.R.L.,UL-2,45.605212,13.837123
"FRAZIONE PANNELIA S/N, 33039, SEDEGLIANO, UD",01523580304,GESTECO S.P.A.,UL-13,45.989419,12.934809
"FRAZIONE PERS, 33030, MAJANO, UD",01539460301,FANTONI S.P.A.,UL-4,46.184726,13.0685
"FRAZIONE PIANI DI LUZZA SNC, 33020, FORNI AVOLTRI, UD",02889250300,BELLA ITALIA & EFA VILLAGE S.R.L.,UL-2,46.580339,12.756674
"FRAZIONE PINETA, 33013, GEMONA DEL FRIULI, UD",01539460301,FANTONI S.P.A.,UL-3,46.289147,13.145738
"FRAZIONE REPEN 150, 34016, MONRUPINO, TS",01128900329,MARMI REPEN S.R.L.,UL-2,45.721445,13.792271
"FRAZIONE S. GIOVANNI DI DUINO 24/D, 34011, DUINO-AURISINA, TS",02458660301,EURO&PROMOS FM SOCIETA  PER AZIONI IN FORMA ABBREVIATA EURO&PROMOS FM S.P.A.,UL-4,45.789717,13.583945
"FRAZIONE SAN LEOPOLDO, 33016, PONTEBBA, UD",00770490324,HYDRO ALPE ADRIA S.R.L.,UL-2,46.511131,13.347216
"GALLERIA ARRIGO PROTTI 2, 34121, TRIESTE, TS",01755820931,ORONERO SRL,UL-2,45.650055,13.771236
"GALLERIA FENICE 8-10-12, 34133, TRIESTE, TS",01213440322,IDEA CONVENIENZA S.R.L.,UL-7,45.654867,13.780732
"GALLERIA PROTTI 2, 34121, TRIESTE, TS",00269390308,BANCA MEDIOCREDITO DEL FRIULI VENEZIA GIULIA S.P.A.,UL-2,45.650055,13.771236
"GALLERIA QUATTRIN 7, 33080, ZOPPOLA, PN",01656250931,AVALA DENTAL SRL,UL-2,45.950159,12.758643
"GEMONA 42, 33100, UDINE, UD",02980580308,MIA GROUP S.R.L.,UL-1,46.067671,13.23358
"GENERAL MOROZZO 5, 33070, BRUGNERA, PN",01763670930,ESSEDI S.R.L.,UL-2,45.899021,12.536683
"GINNASIO VECCHIO 8, 33100, UDINE, UD",02835720307,BLC SRL,UL-1,46.060741,13.234598
"GOSTACH SN, 33020, SAURIS, UD",02843060308,SALUMIFICIO ZAHRE S.R.L. DI TAVANO ELVIS,UL-1,46.465652,12.709832
"GROPADA PT 848, 34149, TRIESTE, TS",01356600328,GREEN PASSION SRL,UL-1,45.665137,13.849048
"GUART DI LUINCIS 4, 33025, OVARO, UD",00995270303,OMEC OVARO SRL,UL-4,46.499326,12.860663
"GUGLIELMO MARCONI 39/41, 33053, LATISANA, UD",01058530328,CONFARTIGIANATO SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-23,45.779348,12.997416
"GUGLIELMO MARCONI 41-43, 33078, SAN VITO AL TAGLIAMENTO, PN",01754100939,RESEARCH BY IBI S SRL,UL-1,45.914144,12.856108
"INTERNA 16/4, 33170, PORDENONE, PN",01236370936,SISCO S.R.L.,UL-3,45.97077,12.660321
"INTERNO AUTOPORTO FERNETTI -, 34016, MONRUPINO, TS",00490150315,AZIENDA SPEDIZIONI TRASPORTI INTERNAZIONALI ASTI SPED S.R.L. IN BREVE ASTI SPED S.R.L.,UL-1,45.699203,13.823146
"INTERNO STABILIMENTO TERME SNC, 34073, GRADO, GO",01015100314,NONSOLOFRUTTA S.R.L.,UL-1,45.678189,13.403065
"INTERPORTO - CENTRO INGROSSO M/2, 33170, PORDENONE, PN",01532630934,TOMADINI LUIGI SRL,UL-1,45.942137,12.678143
"INTERPORTO CENTRO INGROSSO G/7, 33170, PORDENONE, PN",01756780936,ZAGO RAPPRESENTANZE S.R.L.,UL-2,45.942137,12.678143
"INTERPORTO CENTRO INGROSSO S.F SNC, 33170, PORDENONE, PN",01677970939,PMS SRL,UL-1,45.942137,12.678143
"INTERPORTO CENTRO INGROSSO SETT. E, 33170, PORDENONE, PN",00192610939,INTERPORTO - CENTRO INGROSSO DI PORDENONE S.P.A.,UL-1,45.942643,12.678759
"ISOLA DELLE COVE SN, 34073, GRADO, GO",01123290312,ISONTINA AMBIENTE S.R.L.,UL-22,45.684002,13.406518
"ISOLA DI SANT ANDREA 1, 33050, MARANO LAGUNARE, UD",00492730270,S.I.L.V.A. SOCIETA  INCREMENTO LAVORI VALLIVI E AGRARI - SOCIETA  AGRICOLA A RESPONSABILITA  LIMITATA,UL-4,45.764147,13.16688
"ISOLA PUNTA FARO 28, 33054, LIGNANO SABBIADORO, UD",02835180304,DIAMOND S.R.L.,UL-2,45.698296,13.148374
"IV NOVEMBRE 58, 33010, TAVAGNACCO, UD",02167740303,SI CURA S.R.L.,UL-4,46.099174,13.22302
"KOSOVEL 7, 34077, RONCHI DEI LEGIONARI, GO",01034430312,VE.SIM. - VERIFICHE SICUREZZA IMPIANTI S.R.L.,UL-1,45.822076,13.508853
"LARGO AMULIA 2, 34015, MUGGIA, TS",01122710328,ICE - SOCIETA  A RESPONSABILITA  LIMITATA,UL-5,45.603154,13.766797
"LARGO BARRIERA 10, 34131, TRIESTE, TS",01039910318,LA MELA SRL,UL-1,45.647481,13.779182
"LARGO BARRIERA VECCHIA 10/B, 34126, TRIESTE, TS",01293430326,WANDA - SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.654561,13.790585
"LARGO BARRIERA VECCHIA 11, 34131, TRIESTE, TS",01477050932,GERES S.R.L.,UL-1,45.647577,13.776355
"LARGO BARRIERA VECCHIA 12/A, 34129, TRIESTE, TS",01134540325,VIEZZOLI S.R.L.,UL-4,45.647973,13.78295
"LARGO BARRIERA VECCHIA 2, 34129, TRIESTE, TS",01189710328,EMPORIO TESSUTI SRL,UL-1,45.647269,13.779769
"LARGO DEI PECILE 13, 33100, UDINE, UD",01708360308,CAFFE  BELTRAME S.R.L.,UL-10,46.065006,13.231987
"LARGO DEI PECILE 25, 33100, UDINE, UD",02904120306,WIVA S.R.L.,UL-1,46.064273,13.232301
"LARGO DEI PECILE 3, 33100, UDINE, UD",02785860301,MIVA  S.R.L.,UL-3,46.064125,13.231998
"LARGO DEL PECILE 11, 33100, UDINE, UD",02535810309,SEDIARREDA SRL,UL-1,46.064556,13.231835
"LARGO DEL PECILE 15, 33100, UDINE, UD",02226670301,UOMO BUGATTI  S.R.L.,UL-1,46.064789,13.232076
"LARGO DEL PECILE 7, 33100, UDINE, UD",01708360308,CAFFE  BELTRAME S.R.L.,UL-18,46.064286,13.231934
"LARGO DEL PECILE 7/8, 33100, UDINE, UD",01708360308,CAFFE  BELTRAME S.R.L.,UL-17,46.064286,13.231934
"LARGO DEL TEATRO 1/10, 33100, UDINE, UD",14352511001,MATTEO 2 SRL,UL-3,46.066226,13.243792
"LARGO DEL TEATRO 2, 33100, UDINE, UD",02822120305,BKR FOOD S.R.L.,UL-1,46.066316,13.243916
"LARGO DELL ANCONETTA 1, 34074, MONFALCONE, GO",01127140935,UNICAR S.R.L.,UL-1,45.809776,13.524696
"LARGO DELL ANCONETTA 4, 34074, MONFALCONE, GO",00834880320,MARINAZ AUTO - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.809772,13.525183
"LARGO DELLA BARRIERA VECCHIA 10, 34129, TRIESTE, TS",01310130321,TPT S.R.L.S.,UL-1,45.647973,13.78295
"LARGO DELLA BARRIERA VECCHIA 12, 34129, TRIESTE, TS",01088790322,FIDUCIA S.R.L.,UL-1,45.647973,13.78295
"LARGO DELLA BARRIERA VECCHIA 9/A, 34129, TRIESTE, TS",01266890324,POLIDORI VENDING S.R.L.,UL-10,45.64724,13.779265
"LARGO DELLE GRAZIE 11, 33100, UDINE, UD",01319110324,AUREA SERVIZI S.R.L.,UL-1,46.067459,13.238853
"LARGO DON BONIFACIO 1, 34125, TRIESTE, TS",01012570329,INCIPIT SRL,UL-2,45.651318,13.777765
"LARGO DON FRANCESCO BONIFACIO 1, 34125, TRIESTE, TS",00079760328,ALIMAN S.R.L.,UL-2,45.651318,13.777765
"LARGO GARIBALDI 30, 34075, SAN CANZIAN D ISONZO, GO",01221890328,AURORA HOTEL S.R.L.,UL-1,45.809602,13.443604
"LARGO GARIBALDI 39-40, 34075, SAN CANZIAN D ISONZO, GO",01066010313,SACAFFE  S.R.L.,UL-1,45.798881,13.463928
"LARGO MUNICIPIO 19, 33030, CAMPOFORMIDO, UD",01991660307,GELATERIA AL PANCIOTTO S.R.L.,UL-2,46.020164,13.162698
